|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |bii      |lii      |parallax|
|HR 1006|Zet1Ret   |03 17 46.20|-62 34 31.1| 5.54|W       |                                           STAR G2V|-47.21400|279.09600|0.097   |
|HR 5951|          |16 02 52.39|-62 32 30.1| 6.25|        |                                           STAR B9V|-7.42730 |323.10100|        |
|HR 1435|          |04 27 45.91|-62 31 14.9| 5.75|W       |                                         STAR K0III|-40.19910|273.64100|        |
|HR 3884|          |09 45 14.81|-62 30 28.1| 3.69|        |                                           STAR G5I|-7.00360 |283.19900|0.027   |
|HR 1010|Zet2Ret   |03 18 12.89|-62 30 23.0| 5.24|W       |                                           STAR G1V|-47.21680|278.97000|0.091   |
|HR 199 |          |00 44 32.30|-62 29 52.1| 6.07|W       |                                         STAR F5III|-54.61200|304.30700|        |
|HR 1922|Bet Dor   |05 33 37.49|-62 29 22.9| 3.76|        |                                           STAR F6I|-32.77440|271.73400|0.012   |
|HR 4511|          |11 43 31.20|-62 29 21.8| 5.03|        |                                           STAR G0I|-0.64440 |295.17900|0.037   |
|HR 1336|Alp Ret   |04 14 25.51|-62 28 26.0| 3.35|W       |                                          STAR G8II|-41.65330|274.31400|0.013   |
|HR 4573|          |11 57 40.10|-62 26 56.0| 5.57|        |                                           STAR B3V|-0.22320 |296.75900|        |
|HR 7959|          |20 51 38.30|-62 25 45.1| 6.28|W       |                                          STAR A2IV|-37.62390|333.31800|0.009   |
|HR 7960|          |20 51 38.81|-62 25 45.1| 6.59|W       |                                          STAR A2IV|-37.62490|333.31800|0.009   |
|HR 4325|          |11 06 32.40|-62 25 27.1| 4.61|        |                                         STAR G8III|-1.98250 |291.12100|0.055   |
|HR 3728|          |09 20 56.81|-62 24 16.9| 4.81|        |                                         STAR G6III|-8.84960 |281.06000|0.017   |
|HR 3663|          |09 11 16.61|-62 19 01.9| 3.97|        |                                         STAR B3III|-9.60590 |280.21600|        |
|HR 1867|          |05 29 17.40|-62 18 51.8| 6.59|        |                                         STAR K4III|-33.28740|271.56700|        |
|HR 6916|Nu  Pav   |18 31 22.39|-62 16 41.9| 4.64|        |                                         STAR B7III|-21.55810|332.81600|        |
|HR 3776|          |09 28 46.99|-62 16 23.2| 5.92|        |                                         STAR K1III|-8.11460 |281.61700|        |
|HR 1340|          |04 14 48.70|-62 11 30.8| 5.45|W       |                                         STAR K0III|-41.72000|273.94300|0.006   |
|HR 7074|Lam Pav   |18 52 13.01|-62 11 15.0| 4.22|W       |                                          STAR B2II|-23.87350|333.61100|        |
|HR 1264|Gam Ret   |04 00 53.81|-62 09 33.8| 4.51|        |                                         STAR M4III|-43.21400|274.80500|        |
|HR 3967|          |10 02 49.39|-62 09 23.0| 6.42|        |                                           STAR K3I|-5.45300 |284.57800|        |
|HR 2196|          |06 07 03.41|-62 09 16.9| 5.05|        |                                         STAR K2III|-28.89350|271.36300|0.013   |
|HR 4499|          |11 40 53.59|-62 05 24.0| 4.94|        |                                           STAR G3I|-0.34000 |294.77900|0.025   |
|HR 1492|          |04 36 45.60|-62 04 39.0| 5.40|W       |                                         STAR M8III|-39.34210|272.67200|        |
|HR 6761|Iot Pav   |18 10 26.11|-62 00 07.9| 5.49|        |                                           STAR G0V|-19.16370|332.21000|0.053   |
|HR 8843|          |23 16 57.70|-62 00 04.0| 5.66|        |                                           STAR F7V|-51.75970|320.62300|        |
|HR 8582|Nu  Tuc   |22 33 00.10|-61 58 55.9| 4.81|        |                                         STAR M4III|-48.29950|326.57700|0.007   |
|HR 3752|          |09 25 27.10|-61 57 01.1| 5.77|W       |                                           STAR A4V|-8.15640 |281.10800|        |
|HR 4338|          |11 08 34.01|-61 56 49.9| 5.13|        |                                           STAR B9I|-1.45110 |291.15300|0.009   |
|HR 2550|Alp Pic   |06 48 11.40|-61 56 29.0| 3.27|        |                                          STAR A7IV|-24.09940|271.91900|0.052   |
|HR 8352|          |21 55 11.50|-61 53 11.0| 5.90|W       |                                         STAR F1III|-44.71240|330.39200|0.019   |
|HR 3971|          |10 03 34.30|-61 53 02.0| 6.14|W       |                                          STAR B7IV|-5.18220 |284.48500|0.008   |
|HR 2410|          |06 31 10.61|-61 52 46.9| 6.15|        |                                           STAR B3V|-26.05240|271.42600|        |
|HR 4790|          |12 35 28.99|-61 50 30.8| 6.22|        |                                         STAR G3III|0.97160  |301.05100|        |
|HR 4266|          |10 54 29.59|-61 49 36.1| 5.93|W       |                                         STAR K4III|-2.02220 |289.59100|        |
|HR 4487|          |11 38 07.30|-61 49 35.0| 5.15|        |                                            STAR A0|-0.17610 |294.39300|0.024   |
|HR 4747|          |12 28 25.49|-61 47 43.1| 6.22|        |                                         STAR K2III|0.95510  |300.21600|        |
|HR 332 |Iot Tuc   |01 07 18.70|-61 46 31.1| 5.37|        |                                         STAR G5III|-55.25130|299.64000|0.033   |
|HR 5645|          |15 13 01.01|-61 44 38.0| 6.32|        |                                           STAR K4I|-3.33570 |318.87400|        |
|HR 5113|          |13 37 12.19|-61 41 30.8| 5.63|W       |                                           STAR F6V|0.69930  |308.33000|0.032   |
|HR 4140|          |10 32 01.39|-61 41 07.1| 3.32|        |                                           STAR B4V|-3.15380 |287.18000|        |
|HR 8669|          |22 48 21.41|-61 41 03.1| 6.37|        |                                         STAR K0III|-49.83090|325.03000|        |
|HR 6356|          |17 10 06.29|-61 40 32.2| 6.39|        |                                          STAR B8II|-12.75070|329.01500|        |
|HR 4022|          |10 13 21.19|-61 39 32.0| 6.41|        |                                           STAR B2V|-4.32520 |285.29700|        |
|HR 3742|          |09 24 05.69|-61 38 56.0| 5.99|        |                                         STAR K0III|-8.05580 |280.77900|        |
|HR 6125|          |16 30 49.39|-61 38 01.0| 5.20|        |                                          STAR K0II|-9.07760 |326.09700|0.006   |
|HR 591 |Alp Hyi   |01 58 46.20|-61 34 10.9| 2.86|        |                                           STAR F0V|-53.76010|289.44600|0.048   |
|HR 3999|          |10 09 21.89|-61 32 57.1| 5.60|        |                                         STAR M2III|-4.50760 |284.84400|        |
|HR 2468|          |06 38 00.60|-61 31 59.2| 6.18|W       |                                           STAR G1V|-25.19440|271.20600|        |
|HR 7859|Rho Pav   |20 37 35.30|-61 31 48.0| 4.88|        |                                            STAR F5|-36.18470|334.82900|0.003   |
|HR 6855|Xi  Pav   |18 23 13.61|-61 29 38.0| 4.36|W       |                                         STAR K4III|-20.39860|333.28500|0.016   |
|HR 5252|          |14 00 17.30|-61 28 53.0| 6.49|        |                                         STAR F1III|0.29990  |311.05400|        |
|HR 5632|          |15 10 44.59|-61 25 21.0| 6.30|        |                                           STAR G2V|-2.92110 |318.80700|        |
|HR 1247|Del Ret   |03 58 44.69|-61 24 01.1| 4.56|        |                                         STAR M2III|-43.77560|274.01900|-0.001  |
|HR 4128|          |10 30 39.19|-61 21 22.0| 6.43|W       |                                         STAR M2III|-2.95450 |286.87100|        |
|HR 4050|          |10 17 04.99|-61 19 55.9| 3.40|W       |                                          STAR K3II|-3.80490 |285.48200|0.027   |
|HR 3856|          |09 39 21.00|-61 19 41.2| 4.52|        |                                          STAR B9IV|-6.57280 |281.89100|        |
|HR 4290|          |10 59 13.99|-61 19 13.1| 6.16|W       |                                          STAR B8IV|-1.32350 |289.88500|        |
|HR 3220|          |08 09 00.70|-61 18 09.0| 4.76|        |                                           STAR F5V|-14.95530|274.97400|0.055   |
|HR 4475|          |11 37 00.60|-61 16 59.9| 5.15|        |                                         STAR K0III|0.30760  |294.11300|0.002   |
|HR 4438|          |11 31 15.00|-61 16 41.9| 6.38|        |                                           STAR A3I|0.10860  |293.45000|        |
|HR 4634|          |12 11 04.90|-61 16 39.0| 6.08|        |                                          STAR F2IV|1.21530  |298.10200|        |
|HR 5349|          |14 19 51.50|-61 16 23.2| 5.23|        |                                            STAR A0|-0.20300 |313.35200|0.034   |
|HR 1416|          |04 25 05.30|-61 14 17.9| 5.94|        |                                         STAR K4III|-40.91770|272.18200|        |
|HR 4522|          |11 46 30.79|-61 10 41.9| 4.11|W       |                                           STAR G5I|0.71350  |295.18700|0.011   |
|HR 1936|          |05 34 57.60|-61 10 32.9| 6.32|        |                                          STAR G5IV|-32.68560|270.16400|        |
|HR 7558|          |19 54 40.39|-61 10 14.9| 6.24|        |                                           STAR A4V|-31.08990|335.73700|        |
|HR 4415|          |11 26 35.30|-61 06 55.1| 5.30|W       |                                          STAR B3IV|0.08740  |292.86600|        |
|HR 7015|          |18 45 11.50|-61 05 42.0| 6.04|        |                                         STAR K3III|-22.79620|334.54100|        |
|HR 1266|Iot Ret   |04 01 18.19|-61 04 44.0| 4.97|        |                                         STAR K4III|-43.63620|273.43400|0.014   |
|HR 7527|          |19 50 21.70|-61 03 41.0| 6.21|        |                                           STAR B5V|-30.56740|335.85400|        |
|HR 4472|          |11 36 22.30|-61 03 07.9| 5.83|        |                                          STAR B2IV|0.50720  |293.97300|        |
|HR 1096|          |03 32 51.60|-61 01 00.8| 6.41|        |                                         STAR K0III|-46.67740|275.71800|        |
|HR 6167|          |16 38 52.70|-60 59 25.1| 6.18|        |                                           STAR B7V|-9.37070 |327.23500|        |
|HR 5035|          |13 22 37.90|-60 59 17.9| 4.53|W       |                                           STAR B3V|1.65470  |306.70700|        |
|HR 4151|          |10 34 12.91|-60 59 16.1| 6.23|        |                                         STAR K2III|-2.41920 |287.05400|        |
|HR 4842|Iot Cru   |12 45 37.90|-60 58 52.0| 4.69|W       |                                         STAR K0III|1.88280  |302.22800|0.036   |
|HR 5034|          |13 22 35.69|-60 58 19.9| 6.18|W       |                                           STAR B2V|1.67120  |306.70400|        |
|HR 4607|          |12 04 57.10|-60 58 09.1| 5.96|        |                                         STAR M2III|1.39520  |297.32000|        |
|HR 3604|          |09 00 45.70|-60 57 50.0| 5.79|        |                                          STAR G8II|-9.65130 |278.34900|        |
|HR 5664|Del Cir   |15 16 56.71|-60 57 27.0| 5.09|W       |                                           STAR O8V|-2.91110 |319.68800|        |
|HR 1357|          |04 16 21.10|-60 56 55.0| 6.37|W       |                                            STAR A0|-42.00890|272.30000|0.015   |
|HR 5661|          |15 16 36.41|-60 54 14.0| 5.73|W       |                                           STAR B0V|-2.84390 |319.68100|        |
|HR 571 |          |01 55 46.39|-60 51 41.0| 6.06|        |                                          STAR F0IV|-54.55470|289.48100|        |
|HR 4622|          |12 08 24.60|-60 50 49.9| 6.22|        |                                          STAR K3II|1.58790  |297.71300|        |
|HR 5460|Alp2Cen   |14 39 36.10|-60 50 08.2| 1.33|W       |                                           STAR K1V|-0.68070 |315.73300|0.751   |
|HR 5459|Alp1Cen   |14 39 35.90|-60 50 07.1|-0.01|W       |                                           STAR G2V|-0.68030 |315.73300|0.751   |
|HR 3147|          |07 58 50.50|-60 49 27.8| 5.81|        |                                          STAR B2IV|-15.80500|273.92700|        |
