,name,alt_name,ra,dec,vmag,multiple,class,bii,lii,parallax,distance,absmag
55,HR 8810,,23 12 12.00,-80 54 46.1,6.41,,STARK4III,-35.2995,307.589,,698.4076610216732,-2.810544973083717
56,HR 6429,,17 31 27.29,-80 51 33.1,5.88,,STARM3III,-23.6936,312.315,,776.5628040407652,-3.570882923924774
57,HR 2559,ZetMen,06 40 02.71,-80 48 49.0,5.64,,STARA5III,-27.2062,292.604,,393.43350747541785,-2.3343567231629097
58,HR 3795,IotCha,09 24 09.10,-80 47 12.8,5.36,,STARF3IV,-21.2245,295.172,,187.55398372462415,-1.0056314659007137
59,HR 4234,Del2Cha,10 45 46.80,-80 32 25.1,4.45,,STARB2IV,-18.9624,297.735,,350.705782470023,-3.274714633144601
60,HR 4231,Del1Cha,10 45 15.70,-80 28 10.9,5.47,W,STARK0III,-18.9115,297.679,0.003,354.1328748068636,-2.275831224930033
61,HR 2022,PiMen,05 37 09.79,-80 28 09.1,5.65,,STARG1V,-29.7763,292.513,0.044,59.615495832045575,1.7732041979730706
62,HR 8481,EpsOct,22 20 01.51,-80 26 22.9,5.1,,STARM5III,-34.4969,310.035,,290.69195873183725,-2.2171650913135643
63,HR 6837,,18 29 19.49,-80 13 58.1,5.95,,STARK2III,-25.7743,313.74,,353.365522965462,-1.7911208707847157
64,HR 1426,DelMen,04 17 59.09,-80 12 50.0,5.69,,STARK2III,-32.904,293.798,,467.9431530805185,-2.6609654854242306
65,HR 550 ,Tau2Hyi,01 47 46.51,-80 10 36.1,6.06,W,STARF0IV,-36.625,299.966,,205.25889093588506,-0.5015098898773802
66,HR 8663,XiOct,22 50 22.90,-80 07 27.1,5.35,,STARB6IV,-35.5257,309.029,,515.254941069702,-3.210110825827501
67,HR 5336,EpsAps,14 22 22.70,-80 06 32.0,5.06,,STARB4V,-17.951,306.934,,644.5778215358131,-3.9863767917152835
68,HR 8201,,21 33 20.59,-80 02 21.1,6.47,W,STARA0V,-33.3012,311.99,,404.15908016991494,-1.5627617023039262
69,HR 4206,,10 41 51.29,-79 46 59.9,5.97,,STARB4IV,-18.3887,297.185,,1038.7145786532528,-4.1124811355482045
70,HR 4385,,11 18 34.30,-79 40 07.0,6.35,,STARA8III,-17.5719,298.679,,210.42346948201381,-0.26547088506282
71,HR 4268,,10 52 27.50,-79 33 33.8,6.33,,STARK2II,-17.963,297.509,,1801.9689375531566,-4.948736501568353
72,HR 3543,,08 45 55.20,-79 30 15.8,5.79,,STARK5III,-21.7586,293.018,,593.0115958129479,-3.0753159284430573
73,HR 8786,,23 08 23.71,-79 28 50.9,6.12,,STARA3V,-36.4878,308.596,,245.5996820008444,-0.8311390007542832
74,HR 8849,,23 19 08.11,-79 28 22.1,6.33,,STARK0III,-36.7197,308.057,,478.93741218373185,-2.0713938163503514
75,HR 8234,,21 38 56.21,-79 26 33.0,6.18,,STARF4IV,-33.8562,312.388,,212.75693261390828,-0.4594186016424011
76,HR 2689,TheMen,06 56 34.39,-79 25 13.1,5.45,,STARB9V,-26.3958,291.107,,395.3410638752987,-2.5348596331646513
77,HR 2125,KapMen,05 50 16.70,-79 21 41.0,5.47,,STARB9V,-29.4374,291.133,,293.3060950513682,-1.8666054396840837
78,HR 4674,BetCha,12 18 20.69,-79 18 43.9,4.26,,STARB5V,-16.543,301.337,,298.4047371428375,-3.1140285661657625
79,HR 4509,,11 42 55.39,-79 18 23.0,6.39,,STARK0III,-16.8726,299.658,,185.95004429710454,0.04301856923583092
80,HR 516 ,Tau1Hyi,01 41 21.31,-79 08 53.9,6.33,W,STARG6III,-37.6927,299.985,,394.86244273259246,-1.6522291393123663
81,HR 776 ,MuHyi,02 31 40.51,-79 06 33.8,5.28,,STARG8III,-36.8764,297.19,0.001,283.36783466300733,-1.9817527577653182
82,HR 2919,EpsMen,07 25 37.99,-79 05 39.1,5.53,,STARK2III,-25.0062,291.018,-0.002,456.16276600995997,-2.7655991669088733
83,HR 3524,,08 43 12.41,-79 04 10.9,6.05,,STARA5V,-21.6314,292.551,,322.9271066308132,-1.4955225070010636
84,HR 5470,AlpAps,14 47 51.60,-79 02 40.9,3.83,,STARK3III,-17.4512,308.493,0.029,446.7895584892074,-4.420515075311997
85,HR 981 ,,03 07 31.99,-78 59 21.8,5.57,W,STARF2II,-36.0484,295.337,,248.40546663908714,-1.4058057454668802
86,HR 3502,EtaCha,08 41 19.51,-78 57 47.9,5.47,,STARB8V,-21.651,292.402,,324.85694989753125,-2.0884608118692745
87,HR 6102,GamAps,16 33 27.00,-78 53 49.9,3.89,,STARG8III,-20.5107,312.688,0.056,156.280008479694,-2.079517130587007
88,HR 1991,IotMen,05 35 36.31,-78 49 14.9,6.05,,STARB8III,-30.2244,290.68,,937.2309703940269,-3.8092331561813744
89,HR 8995,,23 44 40.70,-78 47 29.0,5.75,,STARK1III,-37.8064,306.984,,518.5316020621962,-2.8238761486879334
90,HR 64  ,,00 16 49.01,-78 46 50.2,6.77,,STARF3III,-38.2037,305.067,,363.60800189199705,-1.0331671606938162
91,HR 8577,,22 35 26.40,-78 46 18.1,6.15,,STARK1III,-36.2228,310.689,,929.2204492795482,-3.6905937935851565
92,HR 6020,Del1Aps,16 20 20.81,-78 41 44.9,4.68,W,STARM5III,-19.8938,312.416,0.02,762.0476114418724,-4.729910530848418
93,HR 6021,Del2Aps,16 20 26.81,-78 40 01.9,5.27,W,STARK3III,-19.8785,312.442,0.02,545.4120028379956,-3.413623455972223
94,HR 4174,GamCha,10 35 28.10,-78 36 28.1,4.11,,STARM0III,-17.5324,296.281,0.009,417.61379986827325,-3.9938742065277744
95,HR 5240,,14 00 32.81,-78 35 24.0,6.09,,STARB9III,-16.1916,306.44,,784.0297540796187,-3.381662722780563
96,HR 4649,,12 13 55.70,-78 34 25.0,6.35,,STARK2III,-15.842,301.009,,355.6776201713429,-1.4052826975641732
97,HR 467 ,,01 33 39.19,-78 30 16.9,6.11,W,STARK0III,-38.4038,300.262,,384.6183699258507,-1.8151501146307067
98,HR 4976,,13 14 17.21,-78 26 49.9,5.85,,STARF8I,-15.628,304.118,,2145.76564274422,-5.807911436190418
99,HR 1109,,03 29 58.80,-78 21 06.8,5.7,,STARG8III,-35.8011,293.795,,337.28684353373467,-1.9399970054992677
100,HR 593 ,SigHyi,01 55 50.50,-78 20 53.9,6.16,,STARF5IV,-38.2635,298.841,,133.23381441875875,0.5369276914533412
101,HR 1154,,03 36 30.00,-78 19 23.2,6.29,,STARK2III,-35.5871,293.484,,795.5033602368815,-3.213210092315599
102,HR 1682,,05 00 13.20,-78 18 01.1,6.29,W,STARK5III,-32.0522,290.714,,908.5135869000595,-3.5016571330226824
103,HR 4583,EpsCha,11 59 37.30,-78 13 18.8,4.91,W,STARB9V,-15.625,300.209,0.012,364.4205337398004,-2.8980141993347157
104,HR 5757,,15 39 18.29,-77 55 05.2,6.18,,STARK2III,-17.901,311.39,,352.6014894022934,-1.556420712219115
105,HR 6994,,18 47 49.39,-77 52 01.9,6.39,,STARF8V,-26.2857,316.487,,141.68391733150366,0.6333972205545875
106,HR 5306,,14 16 54.89,-77 39 50.0,6.47,,STARK2II,-15.5681,307.567,,1976.7053193764934,-5.009709654844748
107,HR 8370,,22 01 52.10,-77 39 45.0,6.41,,STARA5IV,-35.8664,313.171,,333.493228729163,-1.2054351019762688
108,HR 1531,,04 38 21.70,-77 39 22.0,6.05,,STARK2III,-33.3541,290.576,,537.3251691880089,-2.601185920537989
109,HR 3000,,07 36 04.20,-77 38 03.1,6.18,,STARM0III,-24.1119,289.624,,1207.9865840634125,-4.23031055511934
110,HR 4397,,11 21 57.10,-77 36 29.9,6.43,,STARA5III,-15.5898,298.068,,244.12902522239622,-0.5080970852166438
111,HR 5082,,13 33 14.81,-77 34 05.9,6.48,W,STARF6V,-14.8849,305.248,0.034,114.64196052622896,1.1832819777411743
112,HR 6163,BetAps,16 43 04.61,-77 31 03.0,4.24,W,STARK0III,-20.0604,314.173,0.034,156.9568708840815,-1.7389016598084837
113,HR 8471,PsiOct,22 17 50.50,-77 30 42.1,5.51,,STARF3III,-36.5853,312.561,,126.7118794472111,-0.004086663072436991
114,HR 3340,TheCha,08 20 38.50,-77 29 03.8,4.35,W,STARK2III,-21.8365,290.458,0.036,155.31256080815302,-1.6060329022446815
115,HR 87  ,,00 21 28.61,-77 25 36.8,5.97,,STARK3III,-39.5782,305.042,,795.5033602368815,-3.533210092315599
116,HR 8254,NuOct,21 41 28.49,-77 23 24.0,3.76,A,STARK0III,-35.1888,314.289,0.053,63.30675032941021,-0.24725010415549953
117,HR 1025,IotHyi,03 15 57.60,-77 23 17.9,5.52,,STARF4III,-37.0082,293.654,,95.59096649974249,0.61791573656315
118,HR 8935,,23 33 19.49,-77 23 07.1,5.81,,STARG2V,-38.9147,308.315,,101.66969379586078,0.7740424221463522
119,HR 98  ,BetHyi,00 25 45.10,-77 15 15.1,2.8,,STARG2IV,-39.7821,304.772,0.153,24.32731988491992,0.8695286709858303
120,HR 5547,,15 00 11.81,-77 09 37.1,5.93,,STARG8II,-16.0934,310.009,,876.7644561750576,-3.78441467650479
121,HR 9084,TheOct,00 01 35.71,-77 03 56.9,4.78,,STARK3III,-39.712,306.531,0.017,217.14805439222462,-1.90377971257353
122,HR 8664,,22 49 40.90,-77 03 02.2,6.73,,STARA4V,-38.0491,311.221,,327.4662426677926,-0.8458326837957841
123,HR 8021,AlpOct,21 04 43.01,-77 01 26.0,5.15,,STARA7III,-33.6497,315.958,0.025,144.8296526186152,-0.6542874450177347
124,HR 3318,AlpCha,08 18 31.61,-76 55 10.9,4.07,,STARF5III,-21.6812,289.86,0.053,63.80210831320841,0.04582484983744095
125,HR 8957,,23 38 24.10,-76 52 12.0,6.0,,STARK0III,-39.4982,308.224,,532.935257675035,-2.6333722651864715
126,HR 5261,TheAps,14 05 19.80,-76 47 48.1,5.5,,STARM6III,-14.544,307.22,,368.95517839040883,-2.334868050848911
127,HR 3902,NuCha,09 46 20.59,-76 46 34.0,5.45,,STARG8III,-17.6478,292.942,0.019,188.9666151200008,-0.9319254190183228
128,HR 5389,,14 29 36.79,-76 43 45.1,6.07,,STARK0III,-14.9493,308.596,,632.0860032889949,-2.9338808677782193
129,HR 3695,,09 12 12.31,-76 39 47.2,6.14,,STARK1III,-18.9878,291.432,,349.9531949539929,-1.5800498141443695
130,HR 5540,,14 57 52.90,-76 39 46.1,5.34,,STARK4III,-15.5954,310.143,0.008,386.4412058022765,-2.595417142786001
131,HR 4605,KapCha,12 04 46.51,-76 31 09.1,5.04,,STARK4III,-13.9001,300.149,0.003,488.99007150992713,-3.4065002063315326
132,HR 1953,GamMen,05 31 52.90,-76 20 28.0,5.19,W,STARK2III,-30.9696,287.923,0.02,104.87343334312584,0.08667256921991129
133,HR 4170,,10 35 24.79,-76 18 33.1,6.3,,STARK2III,-15.5694,295.034,,726.4061864078427,-3.00589767089766
134,HR 8052,,21 08 47.90,-76 12 45.0,6.58,,STARK1III,-34.2284,316.701,,741.264494766185,-2.7698659934833394
135,HR 7863,Mu1Oct,20 42 02.90,-76 10 50.2,6.0,,STARF4III,-32.7822,317.508,,333.8345728732051,-1.6176565573204122
136,HR 6635,,17 57 41.81,-76 10 39.0,6.07,W,STARK2III,-23.1646,317.572,,637.0241751896903,-2.950779571035124
137,HR 8380,,22 03 03.79,-76 07 07.0,5.95,W,STARF3III,-36.9493,314.541,,212.3413917298967,-0.685173297436811
138,HR 8432,,22 11 55.30,-76 06 58.0,6.15,,STARK0III,-37.3401,314.09,,291.21105151528695,-1.1710392625633688
139,HR 5786,,15 41 54.60,-76 04 54.8,5.95,,STARB9V,-16.5626,312.715,,391.54427094492365,-2.013904368880339
140,HR 58  ,,00 15 55.20,-75 54 41.0,6.49,,STARG8III,-41.0193,305.786,,627.223803263695,-2.4971126577402813
141,HR 4479,PiCha,11 37 15.60,-75 53 48.1,5.65,,STARF1III,-13.6879,298.357,,135.3907752997598,-0.007945375922558284
142,HR 6731,,18 11 15.70,-75 53 29.0,5.86,W,STARK2III,-23.853,318.147,0.016,229.52595193323108,-0.9441589862769293
143,HR 8420,,22 10 42.50,-75 52 50.2,6.55,,STARK2III,-37.4505,314.367,,420.84693896402763,-1.570620863382726
144,HR 5115,,13 39 11.90,-75 41 02.0,6.34,,STARB8IV,-13.092,305.943,,913.6032988714885,-3.463788295353311
145,HR 4804,,12 39 14.50,-75 22 09.8,6.49,W,STARB8V,-12.5163,302.143,,769.2367398517014,-2.940300092950613
146,HR 4617,,12 07 49.80,-75 22 00.8,5.18,,STARK2II,-12.7333,300.124,0.02,472.00633530697746,-3.1897391390432865
147,HR 7864,Mu2Oct,20 41 43.70,-75 21 02.2,6.55,W,STARG5III,-33.0481,318.444,,142.11606871334266,0.7867840734521225
148,HR 8111,,21 18 16.10,-75 20 48.1,6.63,,STARA1V,-35.1504,317.293,,353.365522965462,-1.111120870784716
149,HR 4387,,11 19 36.29,-75 08 33.0,6.27,,STARB9V,-13.3328,297.032,,593.0115958129479,-2.5953159284430587
150,HR 4279,,10 57 15.70,-75 05 58.9,6.13,,STARK1II,-13.8639,295.661,,1822.1026686990024,-5.172864221014812
151,HR 872 ,NuHyi,02 50 28.51,-75 04 00.8,4.75,,STARK3III,-39.7678,293.353,0.011,331.1232260884481,-2.8499482234262175
152,HR 6829,PhiOct,18 23 36.10,-75 02 39.1,5.47,,STARA0V,-24.3751,319.266,,194.72022549081876,-0.9770553190499571
153,HR 5555,,14 59 55.99,-75 01 57.0,6.2,W,STARB9V,-14.2318,311.077,,526.0586737050345,-2.405170928423007
154,HR 8526,,22 25 51.00,-75 00 56.2,6.04,W,STARG3V,-38.7337,314.275,,54.14282498292188,2.3722954400489433
155,HR 1629,EtaMen,04 55 11.21,-74 56 12.8,5.47,,STARK4III,-33.5503,287.115,0.026,648.4222220618716,-3.5892894506346416
156,HR 236 ,LamHyi,00 48 35.40,-74 55 23.9,5.07,,STARK5III,-42.2035,303.182,0.025,214.57656427442194,-1.5879114361904136
157,HR 3720,,09 17 25.39,-74 53 39.8,5.29,W,STARA1V,-17.5947,290.236,,721.5849064095606,-4.001437201857367
158,HR 5042,Iot1Mus,13 25 07.10,-74 53 16.1,5.05,,STARK0III,-12.1625,305.17,0.016,220.67413917261257,-1.6687572056202429
159,HR 5279,,14 08 27.10,-74 51 01.1,6.02,,STARG2IV,-12.7415,308.001,0.041,95.61899082296141,1.1172792211227094
160,HR 2261,AlpMen,06 10 14.40,-74 45 11.2,5.09,,STARG6V,-28.8016,285.758,0.115,33.31525819173865,2.4767840831014123
161,HR 3721,,09 17 27.41,-74 44 04.9,5.86,,STARA0V,-17.4874,290.112,,252.2477785747265,-1.149136751512306
162,HR 5051,Iot2Mus,13 27 18.29,-74 41 30.8,6.63,,STARB9V,-11.9883,305.343,,508.03174096124826,-1.899454235570011
163,HR 6373,,17 16 35.59,-74 31 59.2,6.25,,STARA0V,-20.1224,318.005,,333.8345728732051,-1.3676565573204122
164,HR 4186,,10 39 16.61,-74 29 37.0,6.07,,STARK3II,-13.8822,294.296,,1128.5687809588974,-4.1926401621315375
165,HR 2979,,07 35 21.70,-74 16 32.2,7.16,W,STARB9IV,-23.1396,286.114,0.01,959.283463815063,-2.749734790703002
166,HR 2980,,07 35 21.79,-74 16 32.2,7.26,W,STARB9IV,-23.1395,286.114,0.01,959.283463815063,-2.649734790703002
167,HR 1208,GamHyi,03 47 14.30,-74 14 20.0,3.24,,STARM2III,-37.7981,289.129,0.005,214.01337119233688,-3.4122045408963686
168,HR 4601,,12 03 44.30,-74 12 50.0,6.44,,STARG6III,-11.6475,299.642,,931.8753648489183,-3.4067891541628974
169,HR 4102,,10 24 23.71,-74 01 54.1,4.0,,STARF2IV,-14.0185,293.162,0.086,52.91310475293988,0.38218377431763173
170,HR 4105,,10 24 44.30,-73 58 18.1,6.19,,STARA2V,-13.9553,293.148,,504.1056842304813,-2.3226079725707764
171,HR 6899,,18 32 55.30,-73 57 56.2,5.89,,STARK0III,-24.7339,320.577,,356.06591451650803,-1.8676520075750256
172,HR 1964,,05 34 44.69,-73 44 29.0,5.78,,STARM3III,-31.3041,284.903,,1019.2386803035042,-4.261379484314748
173,HR 6751,,18 12 34.49,-73 40 18.1,5.85,W,STARF5V,-23.2888,320.491,0.031,133.23381441875875,0.22692769145334069
174,HR 715 ,KapHyi,02 22 52.30,-73 38 44.9,5.01,,STARK1III,-41.9476,294.475,,352.6014894022934,-2.726420712219115
175,HR 8794,,23 08 35.69,-73 35 11.0,6.15,,STARK3III,-41.6045,312.368,,756.7433357241796,-3.244743025110619
176,HR 5782,Kap2Aps,15 40 21.19,-73 26 48.1,5.65,W,STARB7III,-14.4378,314.336,,702.9232277955202,-3.5845394731398734
177,HR 3334,EtaVol,08 22 04.39,-73 24 00.0,5.29,W,STARA0IV,-19.8175,286.658,0.01,374.8923881576108,-2.579533112821186
178,HR 5730,Kap1Aps,15 31 30.79,-73 23 21.8,5.49,W,STARB3IV,-14.0114,313.853,,1069.3651727774472,-4.655630179180347
179,HR 3417,,08 32 42.19,-73 21 24.1,6.12,,STARG8III,-19.14,287.026,,417.07976687611426,-1.9810956106150366
180,HR 3171,,07 59 16.10,-73 14 40.9,6.34,,STARA3III,-21.2102,285.727,,431.42378002264735,-1.8345203984082445
181,HR 32  ,,00 10 38.59,-73 13 27.8,6.64,W,STARF2V,-43.5818,306.977,,216.57129993168752,-0.03800451659086779
182,HR 4142,,10 31 01.99,-73 13 18.1,4.93,W,STARK4III,-13.084,293.12,,1045.3730054394916,-5.166356405822063
183,HR 5520,,14 53 13.70,-73 11 24.0,5.6,W,STARG7III,-12.3926,311.562,,320.07495357911813,-1.9262584558821452
184,HR 8061,,21 09 22.30,-73 10 23.2,5.68,W,STARF8V,-35.6142,320.0,0.048,66.09045140772469,1.5793064091140003
185,HR 169 ,,00 38 40.80,-73 08 13.9,6.85,,STARA1,-43.9591,304.217,,352.6014894022934,-0.886420712219115
186,HR 2531,,06 43 36.79,-73 07 05.2,6.37,,STARG8III,-26.4331,284.02,,463.9493281609124,-1.9623527508151577
187,HR 3821,,09 31 36.29,-73 04 50.9,5.47,,STARK4III,-15.6413,289.554,,710.5803435667133,-3.7880659482279704
188,HR 1700,,05 06 09.29,-73 02 16.1,6.27,,STARA1V,-33.4543,284.666,,417.07976687611426,-1.8310956106150371
189,HR 4769,,12 32 10.01,-73 00 06.1,5.88,,STARK1III,-10.1833,301.503,,372.3246320743395,-1.974608845073873
190,HR 7027,,18 49 43.49,-72 59 40.9,6.06,W,STARB9IV,-25.7281,321.875,,736.2446449144953,-3.27511074479893
191,HR 7590,EpsPav,20 00 35.50,-72 54 38.2,3.96,,STARA0V,-30.9022,322.019,0.016,105.0761526086087,-1.1475208129835233
192,HR 9106,,00 04 30.70,-72 53 52.1,7.31,,STARF2V,-43.7948,307.684,,302.55693663925916,-0.09403557166067866
193,HR 5628,,15 12 33.79,-72 46 13.1,6.01,,STARB8III,-12.728,313.034,,916.1696002728129,-3.799879386049902
194,HR 2062,LamMen,05 47 48.10,-72 42 07.9,6.53,,STARK0III,-30.5238,283.545,,466.60425993865726,-1.8147434971858702
195,HR 4664,,12 16 23.50,-72 36 52.9,6.22,,STARA0V,-9.9233,300.284,,371.47651218350956,-1.629656796383764
196,HR 3024,ZetVol,07 41 49.20,-72 36 22.0,3.95,W,STARK0III,-22.155,284.571,0.017,141.0101070891143,-1.79625121206118
197,HR 3643,,09 05 08.81,-72 36 10.1,4.48,,STARF9II,-16.7702,287.825,0.024,400.68351068442433,-3.5340073514682704
198,HR 3544,,08 49 50.30,-72 33 02.9,6.11,,STARA0,-17.6487,287.053,,2329.6884121222956,-5.726489197523087
199,HR 8081,,21 11 20.69,-72 32 39.1,6.2,,STARK1III,-36.0169,320.623,,386.89961767155563,-1.7379915027905648
200,HR 7498,,19 49 25.30,-72 30 11.9,5.41,,STARA4III,-30.1234,322.597,0.033,141.62239587369578,-0.34565968609312137
201,HR 4425,,11 28 18.19,-72 28 27.8,6.09,W,STARB3V,-10.6176,296.691,,758.5032039467939,-3.3097870980163435
202,HR 4213,,10 44 26.50,-72 26 38.0,6.27,,STARF6V,-11.9149,293.596,,104.87343334312584,1.1666725692199105
203,HR 1606,,04 53 05.50,-72 24 27.0,6.28,,STARF6V,-34.5739,284.317,,105.8605575128599,1.1563291156704265
204,HR 5955,,16 05 55.80,-72 24 02.9,5.7,,STARK1III,-14.8783,316.509,,282.87630329325356,-1.5579828394407818
205,HR 4406,,11 24 11.09,-72 15 24.1,5.59,,STARB2IV,-10.5145,296.318,,765.6252997585009,-3.8300813804006815
206,HR 8515,NuInd,22 24 36.79,-72 15 20.2,5.29,W,STARA3V,-40.6736,316.829,0.031,92.81627139929464,0.4518794098821042
207,HR 6565,,17 44 19.70,-72 13 14.9,6.49,W,STARF7IV,-20.8401,321.161,0.032,143.87136201902135,0.7001282247183109
208,HR 4907,,12 56 31.51,-72 11 07.1,5.93,,STARG8III,-9.3174,303.326,,729.656325944343,-3.3855917602545933
209,HR 5030,,13 22 52.61,-72 08 48.1,6.05,W,STARB6V,-9.4237,305.368,,746.3532670414677,-3.3147221910621667
210,HR 4773,GamMus,12 32 28.01,-72 07 59.2,3.87,,STARB5V,-9.3155,301.459,,324.85694989753125,-3.688460811869273
211,HR 95  ,47Tuc,00 24 05.80,-72 04 52.0,,,GLOBULARCLUSTEREXTENDEDGALACTICOREXTRAGALACTIC,-44.8895,305.895,,,
212,HR 5012,,13 19 18.91,-72 02 08.2,6.04,,STARK3III,-9.2815,305.105,,516.8880787593049,-2.5269825796936045
213,HR 4389,,11 20 03.91,-71 59 39.8,6.41,,STARB4V,-10.377,295.925,,853.8125070605272,-3.2468125613557337
214,HR 4138,,10 30 20.11,-71 59 35.2,4.74,,STARA1V,-12.0662,292.413,0.014,260.5082888954643,-2.3391077315422226
215,HR 4862,,12 49 44.90,-71 59 11.0,5.55,,STARG8I,-9.115,302.8,,569.2083380403515,-3.226356266077328
216,HR 5598,,15 07 08.71,-71 54 19.1,6.52,,STARK4III,-11.7752,313.131,,1230.7787837627222,-3.930900006230237
217,HR 939 ,TheHyi,03 02 15.41,-71 54 09.0,5.53,W,STARB3V,-41.7635,289.928,0.103,498.71005764085834,-2.9592406342929403
218,HR 8159,,21 25 18.10,-71 47 57.8,6.09,W,STARK2III,-37.3072,320.839,,504.1056842304813,-2.422607972570777
219,HR 2505,,06 40 57.79,-71 46 32.2,6.51,W,STARK1III,-26.4762,282.505,,460.67284985469126,-1.8069630874654319
220,HR 2283,,06 15 05.90,-71 42 10.1,6.64,,STARF8V,-28.4926,282.277,,106.20526789225704,1.5092697063010663
221,HR 3777,,09 27 06.41,-71 36 07.9,5.47,,STARK2III,-14.8459,288.215,0.036,221.87508686879005,-1.2605427021733968
222,HR 4923,DelMus,13 02 16.20,-71 32 56.0,3.62,,STARK2III,-8.6953,303.799,0.03,90.90200047299926,-1.172867204054005
223,HR 3301,Kap1Vol,08 19 49.01,-71 30 54.0,5.37,W,STARB9III,-19.0455,284.825,,407.69547212140174,-2.68167944095456
224,HR 3302,Kap2Vol,08 20 00.70,-71 30 19.1,5.65,W,STARA0IV,-19.0272,284.824,,418.1492021757967,-2.4566563624618745
225,HR 4596,,12 02 28.61,-71 29 20.0,6.42,,STARK1III,-8.9895,299.024,,446.7895584892074,-1.8305150753119968
226,HR 4930,,13 03 05.21,-71 28 34.0,6.03,,STARB1III,-8.6255,303.867,,1575.6346748653207,-4.957277648629688
227,HR 9108,,00 04 41.30,-71 26 12.8,5.59,,STARB8IV,-45.2114,308.184,,614.2304664729216,-3.3516567705069313
228,HR 4349,,11 11 29.50,-71 26 11.0,6.35,,STARK2III,-10.1044,295.081,,559.4449017103283,-2.3887866021192057
229,HR 6982,ZetPav,18 43 02.11,-71 25 41.2,4.01,W,STARK0III,-24.9513,323.483,0.035,218.45705137114626,-2.68683033728915
230,HR 3944,,09 56 09.70,-71 23 21.8,6.35,,STARB9I,-13.1326,289.818,,5017.79042610956,-7.1525625927000025
231,HR 1677,BetMen,05 02 43.01,-71 18 51.8,5.31,,STARG8III,-34.2075,282.774,0.013,660.2355823828368,-3.788494631296043
232,HR 139 ,TheTuc,00 33 23.30,-71 15 58.0,6.13,,STARA7IV,-45.7892,305.009,,455.5256671747506,-2.162564264374999
233,HR 8286,,21 45 28.80,-71 00 32.0,6.01,,STARB8IV,-39.0917,320.635,,721.5849064095606,-3.2814372018573668
234,HR 6135,,16 34 19.30,-70 59 17.2,5.5,,STARK1III,-15.5343,319.155,,945.3808049191923,-4.378033900547907
235,HR 2602,IotVol,06 51 27.00,-70 57 47.9,5.4,,STARB7IV,-25.5329,281.741,,613.0758979269199,-3.537571214439035
236,HR 1541,MuMen,04 43 03.91,-70 55 52.0,5.54,,STARB8II,-35.8342,282.97,,476.83680949871547,-2.851848867313696
237,HR 4329,,11 06 49.90,-70 52 41.2,5.57,W,STARB2V,-9.737,294.508,,905.9899380475593,-4.21561687207784
238,HR 4211,,10 44 19.39,-70 51 36.0,6.26,W,STARA5IV,-10.5278,292.817,,353.365522965462,-1.481120870784716
239,HR 4212,,10 44 32.09,-70 51 18.0,6.46,W,STARA6IV,-10.5152,292.83,,354.51780184469715,-1.288190239186501
240,HR 5125,,13 40 00.60,-70 47 17.9,6.59,,STARK0III,-8.2958,306.943,,1006.6554867195103,-3.424404324881216
241,HR 6774,,18 14 24.10,-70 45 05.0,6.73,,STARB7II,-22.5373,323.559,,1203.529068993068,-3.6722829215422497
242,HR 6357,,17 12 19.80,-70 43 16.0,6.22,,STARK1IV,-17.8946,321.293,,228.88166855938343,-0.5780550541916325
243,HR 4262,,10 53 42.00,-70 43 13.1,5.99,W,STARB6V,-10.0487,293.447,0.004,776.5628040407652,-3.4608829239247747
244,HR 5049,,13 25 50.11,-70 37 39.0,5.67,,STARA0,-7.9476,305.802,,420.3046104344348,-2.447820769623334
245,HR 3642,,09 05 38.30,-70 32 20.0,4.71,,STARB2IV,-15.4298,286.191,,1006.6554867195103,-5.304404324881215
246,HR 2736,Gam2Vol,07 08 44.90,-70 29 56.0,3.78,W,STARK0III,-24.0419,281.556,0.016,141.68391733150366,-1.9766027794454128
247,HR 2735,Gam1Vol,07 08 42.19,-70 29 49.9,5.69,W,STARF2V,-24.0452,281.553,0.016,147.18248091025333,-0.14928059563231688
248,HR 8994,,23 44 25.39,-70 29 25.1,6.07,,STARG8IV,-45.5951,310.84,0.014,151.7712320600844,0.16405270154293916
249,HR 5119,,13 38 45.70,-70 26 42.0,6.1,,STARK3III,-7.9391,306.905,,479.6417319075315,-2.304584812383096
250,HR 2536,,06 44 56.09,-70 26 02.0,6.11,,STARK3III,-25.9832,281.068,,702.9232277955202,-3.1245394731398726
251,HR 8527,,22 25 10.51,-70 25 54.1,5.78,,STARF3III,-41.9946,318.505,,168.12184417377392,-0.3481207262631463
252,HR 3460,TheVol,08 39 05.21,-70 23 12.8,5.2,W,STARA0V,-17.1161,284.681,0.006,237.03225123337313,-1.6740372064168136
253,HR 8672,,22 49 17.40,-70 20 52.1,6.34,,STARA2V,-43.4105,316.537,,322.28891076790654,-1.201226813395376
254,HR 5293,,14 10 30.91,-70 18 20.2,6.05,W,STARK4II,-8.4564,309.549,,2787.6613478386444,-6.176200067183469
255,HR 5792,,15 40 11.50,-70 13 40.1,6.44,,STARA1V,-11.8897,316.356,,254.6107554232017,-0.5893837271908451
256,HR 4538,,11 49 56.59,-70 13 32.9,4.97,,STARG6I,-7.9769,297.736,0.009,1681.218441737739,-6.158120726263149
257,HR 4645,,12 12 46.80,-70 09 06.8,6.17,,STARF6I,-7.5279,299.636,,2886.3396256382425,-6.131737158497179
